MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
496,G90,,,jah,30961,,,Saksamaa,,20. sajand,,,,,,,,,,,"25.10.1917 - laevahukk
2014 - kontrollimine kajaloodiga
20.06.2015 - fikseerimine külgvaatesonargia",,,,,,,,,jah,59.35,22.85,"59.3833, 59.3812","22.8, 22.8349",,Tahkunast ca 19 miili NNE suunas,miin,1917,98,Tahkuna,avameri,Hukkus miinil Apollo madalast 8 miili N pool 25.10.1917.a.,,Keskelt 90° nurga all pooleks murdunud,,,,"Kontrollitud kajaloodiga 2014.aastal, fikseeritud külgvaatesonariga 20.06.2015.aastal. Arvatavalt Saksa miinilaeva G-90 vrakk",ei,,,,A348,w_blue,pink_circle,"G-90, Raj. IV - , saksa hävitaja, hukkus miinil Apollo madalast 8 miili N pool 25.10.1917.a. koordinaatides ligikaudu 59*23´N; 22*48´E. Leidmata. (A348); Lu-22, Raj. IV -  , tundmatu vrakk Tahkunast ca 19 miili NNE suunas, koordinaatides 59*22,8691´N; 22*50,0932´E, Täpsemad andmed puuduvad. Kontrollitud kajaloodiga 2014.aastal, fikseeritud külgvaatesonariga 20.06.2015.aastal. Sügavusele 98 m vaatamata näib mere põhjas lebamas keskelt 90* nurga all pooleks murdunud, arvatavalt Saksa miinilaeva G-90 vrakk. (A Lutt 2012)"
477,Alice H,Alice H,,jah,30732,63,,Holland,1912,20. sajand,aurik,kaubalaev,aurulaev,99.1,14.4,,3052,,,kaubalaev,"1912 - ehitamine, Rotterdam
20.08.1914 - laevahukk",Holland,,Petrograd-Helsingborg,,Petrograd,Helsingborg,,,jah,59.3666667,22.7666667,"59.4,59.3683","22.5833,22.7678",,"Tahkunast umbes 18,5 miili N pool",miin,1914,,Tahkuna,avameri,Hukkus miinil 20.08.1914.a. teekonnal Petrogradist Helsingborg. Hukkus 10 meremeest.,,,,,Veeteede Amet,,ei,,,,Interreg reg. ID ?,w_blue,pink_circle,"Alice H, Raj. IV - , Hollandi kaubalaev, ehit.1912.a. Rotterdamis, 3052 brt, pikkus 99,1 ja laius 14,4 meetrit, hukkus miinil 20.08.1914.a. teekonnal Petrogradist Helsingborgi koordinaatides ligilähedaselt 59*22,095´N; 22*46,065´E, Tahkunast ca 18,5 miili N pool. Hukkus 10 meremeest. VTA leidnud. (Interreg reg. ID ?)"
2424,Barometr,Barometr,Tšts-56,ei,,,,,,,puksiir,abilaev,aurulaev,28.8,6.2,,,230,,"Jääklassiga aurupuksiir, 450 HJ",28.08.1941 - laevahukk,,,,,,,,,jah,,,,,,Juminda miiniväli,miiniväli,1941,,Juminda miiniväli,miiniväli,Hukkus Juminda miiniväljal 28. augustil 1941. a.,,,,,,Leidmata.,ei,,,,"A1, A324",w_blue,red_circle,"Barometr, TŠts-56 Raj. II -  , jääklassiga aurupuksiir, veeväljasurve 230 t, pikkus 28,80 meetrit, laius 6,20 meetrit, 450 HJ, hukkus Juminda miiniväljal 28. augustil 1941.a. Leidmata. (A1; A324)"
2445,J-2,,,ei,,,,,,,,kaubalaev,,54.80 ?,12.20 ?,,,,,,2007 - avastamine,,,,,,,,,jah,,,,,,Soome miinitõkkel F27.,,,,,miiniväli,,,,Vööriosa purustatud,2007,Eesti Meremuuseum,Leitud Mare sonariga 2007. aastal.,ei,,,,"B Mäss, sonari pildid",w_blue,red_circle,"J-2 (töönumber), Raj. II – , identifitseerimata, suur purustatud vööriosaga kaubalaev Soome miinitõkkel F27. Säilinud osa pikkus ca 54,8 m ja laius 12,2 meetrit. Leitud Mare sonariga 2007. aastal. Võimalik Ella (B Mäss, sonari pildid)"
2143,Viljo vrakk,,,jah,30720,,,,,,,,purjelaev,,,,,,,,,,,,,,,,,,59.5802778,24.6169444,59.4418,24.7826,,,,,6,,,,,,,,,,,,,,Olemas komplekt fotosid vraki väljakaevamisest Tivoli 1,w_blue,red_circle,"Tivoli 1 (töönimi) Raj. II - , 2015. aasta 22. mail leiti kaevetööde käigus Tuukri tn. 23 krundilt ca 6 meetri sügavuselt tundmatu, arvatavalt 16. sajandi purjelaeva küljeosa. Leiukoha koordinaadid: 59*26,505´N; 24*46,955´E Arheoloog Maili Roio juhtimisel kaevatakse vraki küljeosa välja, dokumenteeritakse ja uputatakse merre. (Olemas komplekt fotosid vraki väljakaevamisest Tivoli 1)"
2141,Peetri vrakk,,,ei,,,,,,13./14. sajand,koge,,,,,,,,,,,,,,,,,,,üles tõstetud,59.4417,24.7816,,,,,,,6,,,,,,,,,,jah,,,,Olemas komplekt fotosid vraki väljakaevamisest Tivoli 2,w_blue,red_circle,"Tivoli 2 (töönimi) Raj. II - , 2015. aasta mai lõpus leiti Tallinnas, Tuukri ja Pikksilma tänavate ristumiskohal kaevatööde käigus 250 meetri kaugusel tänapäevasest rannajoonest 6 meetri sügavuselt tundmatu laeva vrakk koordinaatides: 59*26,499´N; 24*46,895´E Vrakk kaevatakse arheoloog Maili Roio juhtimisel välja ja dokumenteeritakse. Selle edasine saatus on esialgu ebaselge. Vrakilt leitud keraamika lubab dateerida selle 14. saj. keskpaika. Väljakaevatud vrakil on jälgitavad mitmed kogele iseloomulikud iseärasused. Vaja on näha ka vraki põhja (kiil + põhjaplangutus). (Olemas komplekt fotosid vraki väljakaevamisest Tivoli 2)"
4129,Linneá,Linneá,"BTP Nr.1, TSHS NR.1",jah,27805,1205,,Venemaa,,20. sajand,miinitraaler,kaubalaev,aurulaev,40,6,,,700,,,"- ehitamine, Soome
16.09.1915 - laevahukk",,,,,,,,,jah,59.1023,23.0297,,,,Vormsi lähistel,miin,1915,,Vormsi,saarelähedane,Hukkus miinil Vormsi lähistel 16.09.1915.a.,,,,,,,ei,,,,"leitud, merekaardil, A6 lk.383, A67 lk.58, A76, A81 joon.5, A164, foto, video",w_blue,pink_circle,"Linneá (ka BTP Nr.1, T?T? NR.1), Raj. IV -   ,  reisi- kaubalaev, hiljem miinitraaler, ehit. Soomes,       veeväljasurve 700 t , L=40,0 m  B=6,0 m  hukkus miinil Vormsi lähistel 16.09.1915.a. (leitud, merekaardil, A6 lk.383, A67 lk.58, A76, A81 joon.5, A164, foto, video)"
393,Abaja vrakk,,,ei,,322,,,,19. sajand,,,,,,,,,,"Puidust laevakülje osa mõõtmetega 12,5 m ja laiusega 3,6 m. Ehituslaad ja puidu seisukord lubavad eeldada vraki mitmesaja aastast vanust.",22.07.1998 - esimene inspekteerimine Meremuuseumi poolt; vraki filmimine ja visand,,,,,,,,,jah,59.4044,24.2655,,,ligikaudne,"Keila jõe suudmest ligikaudu 8 kbt W poole, Meremõisa küla Ranna talu all, 1,5 m sügavusel rannavees, kivide vahel. Kaldal asuvateks märkideks on kolm suurt leppa. Vraki asukohta nimetatakse rahvasuus “laevaauguks”.",,,1.5,Meremõisa,rannikulähedane,,,Asub madalas rannavees kivide vahel,,,,,ei,MM 14343 (22.07.1998),,,"B Kõuts, Lillemets, skits, videofilm",w_blue,purple_circle,"abaja vrakk, Raj. III -  , Keila jõe suudmest ligikaudu 8 kbt W poole, Meremõisa küla Ranna talu all, 1,5 m sügavusel rannavees kivide vahel lebav puidust laevakülje osa pikkusega 12,5 m ja laiusega 3,6 m. Ehituslaad ja puidu seisukord lubavad eeldada vraki mitmesaja aastast vanust. Vraki asukohta nimetatakse rahvasuus “laevaauguks”. Esialgselt inspekteeritud 22.07.1998.a. Kaldal asuvateks märkideks on kolm suurt leppa. Koordinaadid 59*24,262´N; 24*15,932´E ligikaudsed.(B Kõuts, Lillemets, skits, videofilm)"
2112,2 pontooni,,,ei,,,,,,,muu,,,,,,,,,Suur pontoon laevade tõstmiseks. Ilmselt on ka teine objekt sarnane pontoon.,"06.08.1996 - avastamine
07.08.1996 - laskumine ühele pontoonidest, selle olemuse tuvastamine",,,,,,,,,jah,59.5222,24.7497,,,,,,,42,,,,,,,1996,Eesti Meremuuseum,"06.08.1996 aastal märgati objekti sonari abil. Järgmisel päeval laskusid objektile sukeldujad Kaido Peremees ja Andrus Pint, kes tuvastasid ilmselt laevade tõstmiseks mõeldud pontooni. Teisele sarnasele objektile sukeldumiseks ei jätkunud aega, kuid arvati, et ka see võib olla sarnane pontoon.",,"MM 14343 (06.08.1996, 07.08.1996)",,,,wht_circle,red_circle,
226,Admiral Tšitšagov,Admiral Tšitšagov,Iskljutšonnoje sudno Nr.2,ei,,1080,,Venemaa,1868,20. sajand,soomuslaev,sõjalaev,aurulaev,77.5,13.1,,,3630,,"rannakaitse soomuslaev. Raudkaared, puit, vask. Tugevasti purustatud. Aluselt leiti kaks vaskpiiki, tinaplekki ja rõngaspolte. Ei ole teada, kas need esemed toodi vrakilt pinnale.","1868 - ehitamine
14.08.1907 - eraldamine sõjalaevastiku koosseisust
1912 - märklauaks Naissaare madalal
29.07.1991 - avastamine
30.07.1991 - esialgne uurimine
19.06.1998 - sukeldumine vrakile",Vene,,,,,,,sõjaline,jah,59.579,24.6033,59.5888,24.6066,,Naissaare madal,,,,Naissaar,madal,Eraldati sõjalaevastiku koosseisust ja kasutati märklauana Naissaare madalal,rahuldav,,"Kasutatud märklauana, tugevasti purustatud",1991,"Heigo Kadakmaa, Eesti Meremuuseum",Tugevasti purustatud vrakk avastati 29.07.1991 Eesti Meremuuseumi rutiinsete välitööde käigus Naissaare madalalt.,ei,"MM 14343 (29.07.1991, 30.07.1991, 19.06.1998)",,,"A8 lk.64|199|205, A40, A87, A136 lk.61, A307 lk.81-82, A308 lk.130-132, foto",w_blue,red_circle,"Admiral Tšitšagov (hiljem “iskljutšonnoje sudno Nr.2”) Raj. II - , rannakaitse soomuslaev (bašennõi fregat), ehit. 1868.a., veeväljasurve 3630 t, L=77,5 m  B=13,1, eraldati sõjalaevastiku koosseisust 14.08.1907.a. ja kasutati märklauana Naissaare madalal 1912.a. Säilinud väga vähe. (A8 lk.64,199,205, A40, A87, A136 lk.61, A307 lk.81-82, A308 lk.130-132, foto)"
2361,Fomalhaut,Fomalhaut,,jah,27771,1242,,Eesti,1901,20. sajand,kuunar,kaubalaev,purjelaev,30.08,8.34,,205,,,"Kahe või kolmemastiline kahvelkuunar. 
Kirjeldus 01.08.1996","1901 - ehitamine, Gibka, Läti
1927 - laevahukk
1996 - avastamine
21.10.1999 - vraki mõõdistamine
01.08.1996-02.08.1996 - sukeldumine vrakile
16.07.1997-17.07.1997 - vraki märgistamine poiga, sukeldumine, filmimine",,,,,,,,,jah,59.6317,25.9445,,,,Käsmu lahes Lobineeme lähedal,jää,1927,,Käsmu laht,laht,"1927.a. talvel Käsmu lahes talvitudes viis triivima hakanud jää laeva kaasa, surus külje sisse ja uputas Lobineeme lähedal.",,,,1996,Eesti Meremuuseum,"Meremuuseumi uurimislaev ""Mare"" avastas vraki 1996.a. Vrakk mõõdistati 21.10.1999.a.",ei,,"MM 14343 D (01.08.1996-02.08.1996, 16.07.1997.17.07.1997)), ""Mare"" logiraamat 2013-2018 (10.08.2014)",,"A181 lk. 96, A127 lk.90 järgi triivis laev randa ja remonditi hiljem, A195 lk.71 järgi uppus, A208 lk.296, sonari pilt, videofilm",w_blue,red_circle,"Fomalhaut, Raj. II - , kahe(kolme)mastiline (?) kahvelkuunar, ehitatud 1901.a. Lätis (Gibkas), 205 BRT, pikkus 30,08 m, laius 8,34 m. 1927.a. talvel Käsmu lahes talvitudes viis triivima hakanud jää laeva kaasa, surus külje sisse ja uputas Lobineeme lähedal. Meremuuseumi uurimislaev ""Mare"" avastas vraki 1996.a. Koordinaadid 59*37,898´N; 25*56,670´E, Vrakk mõõdistati 21.10.1999.a.(A181 lk. 96, A127 lk.90 järgi triivis laev randa ja remonditi hiljem, A195 lk.71 järgi uppus, A208 lk.296, sonari pilt, videofilm)"
375,Geroi,Geroi,,ei,,,,Venemaa,1807,19. sajand,fregatt,,,49.53,12.8,,,,,"48 suurtükiga fregatt. Vraki pikkus 48-49 m, laius 13 m.","1807 - ehitamine, Arhangelsk, Venemaa
21.09.1909 - laevahukk
29.07.1994 - katse leida vrakki
07.15.1995 - vraki otsimine külgvaatesonariga
25.07.1997 - vraki otsimine külgvaatesonariga
06.09.1999 - sonarisalvestus ekslikult Geroiks peetud vrakist
2003 - lähikonnas lebava, ekslikult Geroiks peetava laeva vraki purustamine Põhjasadama naftakai ehituse käigus
2014 - avastamine",Vene,,,,,,,,jah,59.3263,24.0927,,,,Pakri lahes Laoküla ranniku lähistel,madalalesõit,1808,5,Laoküla,madal,Sõitis madalikule Paldiski lahes ja hukkus 21.09.1808.a.,,,,2014,Andrei Ossiptšuk,"Esialgu oletatud asukoht Paldiski Põhjasadama lähistel ekslik. 2014. aastal avastas Andrei Ossiptšuk Pakri lahes Laoküla ranniku lähistel meres ca 5 m sügavusel 48-49 m pikkuse ja 13 m laiuse laeva põhjaosa, mis laevahuku dokumentatsiooni kohaselt peaks kuuluma fregatt Geroile. Sonari kujutised SO3486 ja SO3487 on salvestataud Muinsus 2014 kausta. Põhjasadama naftakai ehituse käigus 2003.a. selle lähistel lebav arvatava Geroi vrakk purustati. Selle olemus vajab selgitamist.",ei,,"MM 14343D (29.04.1994, 25.07.1997, 06.09.1999), MM 17234D (15.07.1995)",,"A5 lk.94, A45 lk. 373, B Ossiptšuk, video, sonari pilt",w_blue,purple_circle,"Geroi, Raj. III -  , Vene fregatt, ehit. 1807.a. Arhangelskis, 48 suurtükki, L=49,53 m  B=12,80 m, sõitis madalikule Paldiski lahes ja hukkus 21.09.1808.a. Arvatav asukoht Paldiski Põhjasadama lähistel ekslik. 2014. aastal avastas Andrei Ossiptšuk Pakri lahes Laoküla ranniku lähistel meres ca 5 m sügavusel 48-49 m pikkuse ja 13 m laiuse laeva põhjaosa, mis laevahuku dokumentatsiooni kohaselt peaks kuuluma fregatt Geroile. Vraki koordinaadid 59*19,576´N; 24*05,563´E. Sonari kujutised SO3486 ja SO3487 on salvestataud Muinsus 2014 kausta. Põhjasadama naftakai ehituse käigus 2003.a. selle lähistel lebav arvatava Geroi vrakk purustati. Selle olemus vajab selgitamist. (A5 lk.94, A45 lk. 373, B Ossiptšuk, video, sonari pilt)"
57,Grom,Grom,,ei,,,,Venemaa,1915,20. sajand,miiniristleja,,,97.99,9.32,,,1260,,,"14.10.1917 - laevahukk
1921 - ülestõstmine
07.07.1986 - kaardile märgitud kohal, kus peaks olema ""Grom"", vrakki ei leidu
",,,,,,,,,jah,58.69,22.9033,,,,"Hiiu väinas, Kassari lahel",uputamine,1917,,Kassari laht,väin,Uputati Hiiu väinas (Kassari lahel) sakslaste poolt 14.10.1917.a. Üles tõstetud 1921.a.,,,,,,,ei,,MM 14343D (07.07.1986),,"A6 lk.389, A16 lk.306-308, A82 lk.8, A87, A152",w_blue,orange_circle,"Grom,  Raj. V -  , Vene miiniristleja, ehit. 1915.a., veeväljasurve 1260 t. E=97,99 m, B=9,32 m. Uputati Hiiu väinas (Kassari lahel) sakslaste poolt 14.10.1917.a. Üles tõstetud 1921.a. (A6 lk.389, A16 lk.306-308, A82 lk.8, A87, A152)"
2244,Ihasalu vrakk,,,ei,,,,,,17. sajand ?,,,purjelaev,,,,,,,"Vana purjelaeva vrakk, pikkus ja laius teadmata. äga laiad tammeplangud (must tamm) ja laeva ehituslaad lubavad dateerida selle 17. sajandisse. Avastamisjärgne kirjeldus: Veepiirist ca 10 m kaugusel lebas osa hukkunud laevast. Vrakk kujutab enesest tükki laeva põhjaosast ja pardast. Kogupikkus ca 12 m, laius ca 5,5 m. Ehitusmaterjal on tamm. Siseplangutuse kõige laiema plangu laius oli ligikaudu 60 cm. Ilmselt väga laiad on olnud ka välisplangutuse plangud. Puupunnide vahekaugus kaartel oli üsna suur. Suurim mõõdetud kaugus oli 92 cm (!). Vraki ja kalda vahel oli näha veel laeva detaile. Leid vajab täiendavat uurimist, dokumenteerimist ja dateerimist. Oletatav vanus 17.-18. sajand. R. Martini ütluse kohaselt oli vrakk aastakümnete vältel ranna ääres 2-3 m sügavusel. Enne viimast sõda toonud randlased sealt tammepuitu, st vrakk on rüüstatud.","17. sajand - arvatav ehitusaeg
1996 - vraki paljastumine tormi tagajärjel
07.06.1996 - vrakiteate kontrollimine
14.08.1996 - vraki ülevaatus, mõõtmine, pildistamine
pärast 1996 - vraki purustamine kohalike poolt
",,,,,,,,,jah,59.5272,25.1775,,,,"Kaberneeme lahe W rannal Ihasalu ja Neeme küla vahel, Mändneeme kehvlil.",,,,Kaberneeme laht,laht,,,,,1996,Martin Reinholm,Vraki tõi NO torm merest välja 1996.aastal. Vrakk purustati kohalike elanike poolt paar aastat hiljem täielikult.,ei,,"MM 14343D (07.06.1996, 14.08.1996)",,"A345 lk.263; B Klamas, joonis, vraki fotod",w_blue,red_circle,"Ihasalu vrakk, Raj. II - , vana purjelaeva vrakk Kaberneeme lahe W rannal Ihasalu ja Neeme küla vahel, Mändneeme kehvlil. Vraki tõi NO torm merest välja 1996.aastal. L=   B=   Väga laiad tammeplangud (must tamm) ja laeva ehituslaad lubavad dateerida selle 17. sajandisse. Vrakk purustati kohalike elanike poolt paar aastat hiljem täielikult. (A345 lk.263; B Klamas, joonis, vraki fotod)"
355,Käilakuju vrakk,,,ei,,1070,,,,19. sajand,,kaubalaev,purjelaev,,,,,,,Ajaloolise purjelaeva vrakk. Vraki tüüp ja mõõtmed täpsustamisel,"aprill-mai 2011 - avastamine
juuli 2011 - filmimine
oktoober - 2011 - palve uurida vrakki Soome Muinsuskaitseametilt Eesti Meremuuseumile
25.08.2012 - fikseerimine külgvaatesonariga, katse uurida allveerobotiga",,,,,,,,,jah,59.6811,23.9778,,"Vöör: 59.6811,23.9778;ahter 59.6812,23.9775",täpne,Soome majandustsoonis,,,71,Soome majandustsoon,,,,"Sügavus 71 m, laeva tekil 66,5 m.",,2011,,"Avastatud traalimise teel Soome majandustsoonis 2011.aasta aprillis-mais. Vrakilt ülestõmmatud käilakuju annetati Eesti Meremuuseumile konserveerimisks ja eksponeerimiseks. Vrakk Soome Mereväe poolt üle vaadatud ja filmitud 2011. aasta juulis. 2011.a. oktoobris palus Soome Muinsuskaitseamet Eesti Meremuuseumi vrakki uurida. Uurimislaev Mare fikseeris vraki külgvaatesonariga 2012.a. 25.augustil. Samal päeval üritas vrakki allveerobotiga uurida K.Peremees, kuid kiire põhjahoovus ja halb nähtavus ei andnud tulemusi. Vraki tüüp ja mõõtmed täpsustamisel.",jah,Käilakuju,MM 14341D (25.08.2012),,"A Matikka, Mäss, Peremees, on sonari kujutis vrakist",w_blue,purple_circle,"Käilakuju vrakk, Raj. III - , ajaloolise purjelaeva vrakk, avastatud traalimise teel Soome majandustsoonis 2011.aasta aprillis-mais, koordinaatides, ahter 59*40,8733´N; 23*58,6480´E, vöör 59*40,8666´N; 23*58,6680´E Sügavus 71 meetrit, laeva tekil 66,5 meetrit. Vrakilt ülestõmmatud käilakuju annetati Eesti Meremuuseumile konserveerimisks ja eksponeerimiseks. Vrakk Soome Mereväe poolt üle vaadatud ja filmitud 2011. aasta juulis. 2011.a. oktoobris palus Soome Muinsuskaitseamet Eesti Meremuuseumi vrakki uurida. Uurimislaev Mare fikseeris vraki külgvaatesonariga 2012.a. 25.augustil. Samal päeval üritas vrakki allveerobotiga uurida K.Peremees, kuid kiire põhjahoovus ja halb nähtavus ei andnud tulemusi. Vraki tüüp ja mõõtmed täpsustamisel. (A Matikka, Mäss, Peremees, on sonari kujutis vrakist)"
437,Kaleste vrakk,,,ei,,,,Taani,,20. sajand,,kaubalaev,,,,,,,4 - kolm meest ja üks naine,Väikese raudlaeva vrakk. Vöörikubriku sissepääsul kiri “Lukaf for 3 mand”.,"oktoober 1949 - laevahukk
11.07.1979 - avastamine
16.07.1979 - vraki ülevaatus ujumise ja sukeldumise teel",,,,,,,,,jah,58.895,22.1379,,,,Kaleste laht,torm,1949,,Kaleste,rannikulähedane,"Kohalike sõnul on tegemist Taani kaubalaevaga, mis 1949.aasta oktoobrikuus tormiga randa tuli. Meeskonnas kolm meest ja üks naine. Kaks appiläinud meest uppusid.",,Tagumine pool maetud järsu kruusavalli alla,Avastamisjärgne kirjeldus: Laev lebas kreenis paremale pardale. Põhi purustatud. Ahter kuni keskehituseni rusuvalli alla maetud.,1979,"Vello Mäss, Eesti Meremuuseum",,ei,MM 2574Aa,"MM 14336D (11.07.1979), MM 14340D (11.07.1979,16.07.1979)",,"B Valk, C Koroljov, skits",w_blue,pink_circle,"Kaleste vrakk, Raj. IV -  , 1979.a. Kaleste lahes avastatud väikese raudlaeva vrakk, mille tagumine pool järsu kruusavalli alla maetud. Vöörikubriku sissepääsul kiri “Lukaf for 3 mand”. Kohalike sõnul on tegemist Taani kaubalaevaga, mis 1949.aasta oktoobrikuus tormiga randa tuli. Meeskonnas kolm meest ja üks naine. Kaks appiläinud meest uppusid. (B Valk, C Koroljov, skits)"
6106,Mari,Mari,,ei,,,,,,20. sajand,,,purjelaev,,,,,,,,"08.08.1915 - laevahukk
13.06.2002 - sonariotsingud
11.08.2012 - sonariotsingud",,,,,,,,,jah,58.6758,22.1858,,,ligikaudne,Tagalahe suust NNE suunas,uputamine,1915,,Tagalaht,laht,Uputati Saksa miinilaeva V-30 poolt 08.08.1915.a. Tagalahe suust NNE suunas.,,,,,,Nähtud (?) sonariga põgusalt 13.06.2002 a. Vajab täpsustamist.,ei,,MM 14341D (11.08.2012),,A369,w_blue,ltblu_circle,"Mari, Raj. VI -  ,purjekas, uputati Saksa miinilaeva V-30 poolt 08.08.1915.a. Tagalahe suust NNE suunas. Nähtud (?) sonariga põgusalt 13.06.2002 a. Koordinaadid ligilähedaselt 58*40,5500´N; 22*11,1500´E (A287)Vajab täpsustamist. (A369)"
4147,Dago,Dago,traaler nr.4,jah,27768,215,,Inglismaa,1912,20. sajand,aurik,kaubalaev,aurulaev,67.11,11.08,,1080,600,,"Aurik-kaubalaev, mis kujundati ümber miinitraaleriks. Ahtris p.p. ""Gotškise"" suurtükk. Ninas spetsiaalne konsool traali jaoks. Parem ankur sees. Mõlemal pool ankrupeli 75 mm suurtükk. Laeva ahtriosas (paremas pardas) ainult üks suurtükk. Paki all pootsmani laud, paistis üks latern.","1912 - ehitamine, Inglismaa
juuni 1914 - kohandamine miinitraaleriks
23.10.1915 - laevahukk
14.06.1998 - avastamine
02.07.1998 - sukeldumine vrakile, vraki filmimine
01.08-08.08.1998 - muude tööde hulgas sukeldumine vrakile
03.09.1998 - sukeldumine vrakile, vraki filmimine
05.06.1999 - katse tõsta laeva ahtrisuurtükki
28.06.1999 - ahtrisuurtüki ülevaatus ja stopperpoldi lahtikeeramine (Sillamäe sukeldujad)
04.07.1999 - sukeldumine vrakile ja suurtüki puhastamine
05.07.1999 - suurtüki pinnaletõstmine
06.07.1999 - suurtüki puhastamine ja lahtivõtmine kaldal
15.08.1999 - suurtükilafeti pinnaletõstmine
18.07.2002 - sukeldumine vrakile",,,,,,,,,jah,59.291,23.3545,,,,Osmussaare majakast SW pool,torpeedo,1915,,Osmussaar,saarelähedane,Torpedeeriti Saksa allveelaeva U-9 poolt 23.10.1915 Osmussaare majakast SW pool.,,,"Laeva keskosa purustatud, vöör terve. Laev 45° vasakule poole kreenis. Ahter, vint ja rool terved. Keskosa täiesti purustatud. ",1998,Eesti Meremuuseum,Leitud Meremuuseumi poolt 14.juunil 1998.a,jah,"MM 4741 Aa, MM 14343 D(14.06.1998,02.07.1998,01.08.1998,03.09.1998,05.06.1999,28.06.1999,04.-06.07.1999,15.08.1999), MM 14341 D( 18.07.2002)",,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 65.

A6 lk.376|377, A81 lk.129, joon.5, A345 lk.65-66, foto, sonari pildid, video",w_blue,pink_circle,"Dago (traaler nr.4), Raj. IV -  , aurik, kaubalaev, alates 07.1914. miinitraaler, ehit. 1912 Inglismaal, 1080 BRT, veeväljasurve 600 t, L=67,11 m  B=11,08 m, hukkus 23.10.1915.a. Osmussaare majakast SW pool, torpedeerituna Saksa allveelaeva U-9 poolt. Leitud Meremuuseumi poolt 17.juunil 1998.a., laeva 47 mm Hotschkiss suurtükk Meremuuseumis. (A6 lk.376,377, A81 lk.129, joon.5, A345 lk.65-66, foto, sonari pildid, video)"
2170,Flöit,,,ei,,,,,,,,kaubalaev,purjelaev,35,,6,,,,,13.07.2007 - vraki salvestamine külgvaatesonariga,,,,,,,,,jah,59.7639,24.8219,59.764,24.8223,ligikaudne,"Tallinnamadalast 4,1 miili NE pool",,,74,Tallinnamadal,,,,,,,,Mare sonari pildi järgi otsustades tüüpiline flöit tüüpi kaubalaev.,ei,MM 14341 D (13.07.2007),,,"B J.Lutt, sonari pilt",w_blue,red_circle,"Flöit, Raj. II - , Tallinnamadalast 4,1 miili NE pool asuv purjelaeva vrakk pikkusega 35 meetrit, kõrgusega 6 meetrit. Sügavus 74 meetrit. Mare sonari pildi järgi otsustades tüüpiline flöit tüüpi kaubalaev. Koordinaadid 59*45,84´N; 24*49,34´E. (B J.Lutt, sonari pilt)"
2171,Jedinorog,Jedinorog,,jah,30723,120,,Venemaa,1916,20. sajand,allveelaev,sõjalaev,mootorlaev,67.97,4.5,,,782,,,"1916 - ehitamine, Peterburg
14.09.1917 - laevahukk, Örö saar, Soome
24.09.1917 - ülestõstmine
25.02.1918 - laevahukk
2003 - sonariotsingud
17.05.2009 - avastamine
23.05.2009 - vraki identifitseerimine",,,,,,,,,jah,59.7168,24.8294,59.7168,24.8299,,"Tallinn-Helsingi laevatee, Tallinnamadala lähistel",jää,1918,85,Tallinnamadal,madal,14.09.1917 sai leki ja uppus Soome rannikul Örö saare juures. 24.09.1917 tõsteti “Volhovi” poolt üles ja toodi Noblessneri tehasesse remonti. 25.02.1918 uppus rasketes jääoludes pukseerimise käigus teel Tallinnast Helsinkisse.,,,,2009,,Otsitud sonariga 2003.a. Leitud 2009.a.,ei,MM 14341 D(23.05.2009),,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 187.
A6 lk.387 A35 lk.11-19  A36 lk.179, A87; A346 lk.187-188",w_blue,red_circle,"Jedinorog, Raj. II - , allveelaev, ehit. Peterburis 1916.a., veeväljasurve 782 t, L=67,97 m  B=4,5 m. 14.09.1917 sai leki ja uppus Soome rannikul Örö saare juures. 24.09.1917 tõsteti “Volhovi” poolt üles ja toodi Noblessneri tehasesse remonti. 25.02.1918 uppus rasketes jääoludes pukseerimise käigus teel Tallinnast Helsinkisse. Otsitud sonariga 2003.a. Leitud 2009.a. kevadel Tallinn-Helsingi laevateelt, Tallinnamadala lähistelt 85 m sügavuselt. Koordinaadid 59*43,008´N; 24*49,794´E (A6 lk.387 A35 lk.11-19  A36 lk.179, A87; A346 lk.187-188)"
